episode,step,timestamp,people_count,action,reward,epsilon
0,48,1764248127.4968328,7,1,1,0.19515834203657606
0,49,1764248127.4968328,8,1,-6,0.1950607628655578
0,50,1764248127.4968328,8,1,-5,0.19496323248412503
0,51,1764248127.4968328,8,2,-5,0.194865750867883
0,52,1764248127.4968328,9,2,-6,0.19476831799244906
0,53,1764248127.4968328,7,2,1,0.19467093383345285
0,54,1764248127.4968328,9,2,-6,0.19457359836653615
0,55,1764248127.4968328,9,2,-5,0.1944763115673529
0,56,1764248127.4968328,8,0,-5,0.19437907341156924
0,57,1764248127.4968328,7,2,1,0.19428188387486348
0,58,1764248127.4968328,9,2,-6,0.19418474293292606
0,59,1764248127.4968328,7,0,-2,0.1940876505614596
0,60,1764248127.4968328,9,2,-6,0.19399060673617888
0,61,1764248127.4968328,7,0,-2,0.1938936114328108
0,62,1764248127.4968328,8,0,-6,0.1937966646270944
0,63,1764248127.4968328,7,1,1,0.19369976629478086
0,64,1764248127.4968328,8,0,-6,0.1936029164116335
0,65,1764248127.4968328,9,2,-6,0.19350611495342768
0,66,1764248127.4968328,7,1,1,0.19340936189595098
0,67,1764248127.4968328,7,0,-2,0.19331265721500301
0,68,1764248127.4968328,9,2,-6,0.1932160008863955
0,69,1764248127.4968328,7,1,1,0.1931193928859523
0,70,1764248127.4968328,8,0,-6,0.19302283318950936
0,71,1764248127.4968328,7,1,1,0.1929263217729146
0,72,1764248127.4968328,7,1,-2,0.19282985861202817
0,73,1764248127.4968328,7,2,-2,0.19273344368272216
0,74,1764248127.4968328,9,1,-6,0.1926370769608808
0,75,1764248127.4968328,8,0,-5,0.19254075842240037
0,76,1764248127.4968328,7,1,1,0.19244448804318917
0,77,1764248127.4968328,7,1,-2,0.19234826579916758
0,78,1764248127.4978473,7,2,-2,0.192252091666268
0,79,1764248127.4978473,9,1,-6,0.19215596562043488
0,80,1764248127.4978473,9,0,-5,0.1920598876376247
0,81,1764248127.4978473,8,0,-5,0.1919638576938059
0,82,1764248127.4978473,7,1,1,0.191867875764959
0,83,1764248127.4978473,8,0,-6,0.19177194182707655
0,84,1764248127.4978473,7,1,1,0.191676055856163
0,85,1764248127.4978473,5,2,1,0.19158021782823495
0,86,1764248127.4978473,7,1,-3,0.19148442771932084
0,87,1764248127.4978473,5,2,1,0.19138868550546118
0,88,1764248127.4978473,7,2,-3,0.19129299116270845
0,89,1764248127.4978473,7,2,-2,0.19119734466712712
0,90,1764248127.4978473,5,0,-2,0.19110174599479357
0,91,1764248127.4978473,4,1,4,0.19100619512179617
0,92,1764248127.4978473,6,1,-3,0.19091069202423527
0,93,1764248127.4978473,4,1,4,0.19081523667822317
0,94,1764248127.4978473,6,1,-3,0.19071982905988408
0,95,1764248127.4978473,4,0,1,0.19062446914535414
0,96,1764248127.4978473,3,2,2,0.19052915691078148
0,97,1764248127.4978473,5,1,-3,0.1904338923323261
0,98,1764248127.4978473,4,0,1,0.19033867538615995
0,99,1764248127.4978473,5,1,-3,0.19024350604846688
0,100,1764248127.4978473,4,0,1,0.19014838429544265
0,101,1764248127.4978473,3,0,1,0.19005331010329493
0,102,1764248127.4978473,4,0,0,0.18995828344824328
0,103,1764248127.4978473,3,0,1,0.18986330430651918
0,104,1764248127.4978473,3,0,1,0.18976837265436594
0,105,1764248127.4978473,1,2,4,0.18967348846803878
0,106,1764248127.4978473,3,0,0,0.18957865172380475
0,107,1764248127.4978473,1,0,3,0.18948386239794285
0,108,1764248127.4978473,2,0,0,0.1893891204667439
0,109,1764248127.4978473,1,0,3,0.18929442590651052
0,110,1764248127.4978473,1,0,3,0.18919977869355728
0,111,1764248127.4978473,1,0,3,0.18910517880421052
0,112,1764248127.4978473,1,0,3,0.1890106262148084
0,113,1764248127.4978473,1,0,3,0.188916120901701
0,114,1764248127.4978473,2,0,0,0.18882166284125018
0,115,1764248127.4978473,0,0,3,0.18872725200982957
0,116,1764248127.4978473,0,0,3,0.18863288838382467
0,117,1764248127.4978473,0,0,3,0.18853857193963278
0,118,1764248127.4978473,0,1,3,0.18844430265366297
0,119,1764248127.4978473,0,0,3,0.18835008050233615
1,0,1764248127.4978473,0,0,3,0.18825590546208498
1,1,1764248127.4978473,0,0,3,0.18816177750935395
1,2,1764248127.4978473,0,1,3,0.18806769662059927
1,3,1764248127.4978473,0,0,3,0.187973662772289
1,4,1764248127.4978473,1,0,2,0.18787967594090285
1,5,1764248127.4978473,0,0,3,0.18778573610293242
1,6,1764248127.4978473,2,0,0,0.18769184323488097
1,7,1764248127.4978473,2,0,1,0.18759799731326354
1,8,1764248127.4978473,1,0,3,0.18750419831460693
1,9,1764248127.4978473,1,0,3,0.18741044621544964
1,10,1764248127.4978473,2,2,-2,0.1873167409923419
1,11,1764248127.4978473,1,0,3,0.18722308262184575
1,12,1764248127.4978473,3,0,0,0.18712947108053485
1,13,1764248127.4978473,1,0,3,0.1870359063449946
1,14,1764248127.4978473,2,0,0,0.1869423883918221
1,15,1764248127.4978473,4,0,0,0.1868489171976262
1,16,1764248127.4978473,4,0,1,0.1867554927390274
1,17,1764248127.4978473,2,0,1,0.1866621149926579
1,18,1764248127.4978473,3,0,0,0.18656878393516158
1,19,1764248127.4978473,3,0,1,0.186475499543194
1,20,1764248127.4978473,5,0,-3,0.18638226179342243
1,21,1764248127.4978473,5,0,-2,0.18628907066252573
1,22,1764248127.4978473,3,0,1,0.1861959261271945
1,23,1764248127.4978473,4,0,0,0.1861028281641309
1,24,1764248127.4978473,5,0,-3,0.18600977675004884
1,25,1764248127.4978473,4,2,2,0.18591677186167382
1,26,1764248127.4978473,4,0,1,0.185823813475743
1,27,1764248127.4978473,5,0,-3,0.18573090156900515
1,28,1764248127.4978473,4,0,1,0.18563803611822066
1,29,1764248127.4988356,5,0,-3,0.18554521710016156
1,30,1764248127.4988356,7,1,-3,0.1854524444916115
1,31,1764248127.4988356,7,0,-2,0.1853597182693657
1,32,1764248127.4988356,6,1,1,0.18526703841023104
1,33,1764248127.4988356,7,1,-3,0.18517440489102593
1,34,1764248127.4988356,6,1,1,0.18508181768858042
1,35,1764248127.4988356,7,1,-3,0.18498927677973614
1,36,1764248127.4988356,8,1,-6,0.18489678214134628
1,37,1764248127.4988356,6,2,1,0.1848043337502756
1,38,1764248127.4988356,8,1,-6,0.1847119315834005
1,39,1764248127.4988356,9,1,-6,0.1846195756176088
1,40,1764248127.499153,9,1,-5,0.1845272658298
1,41,1764248127.499153,9,0,-5,0.1844350021968851
1,42,1764248127.499153,9,2,-5,0.18434278469578666
1,43,1764248127.499153,7,2,1,0.18425061330343878
1,44,1764248127.499153,9,1,-6,0.18415848799678708
1,45,1764248127.499153,8,0,-5,0.1840664087527887
1,46,1764248127.499153,9,1,-6,0.1839743755484123
1,47,1764248127.499153,7,2,1,0.1838823883606381
1,48,1764248127.499153,9,1,-6,0.1837904471664578
1,49,1764248127.499153,8,0,-5,0.18369855194287457
1,50,1764248127.499153,8,0,-5,0.18360670266690315
1,51,1764248127.499153,7,2,1,0.18351489931556972
1,52,1764248127.499153,8,0,-6,0.18342314186591194
1,53,1764248127.499153,8,0,-5,0.183331430294979
1,54,1764248127.499153,7,0,-2,0.18323976457983152
1,55,1764248127.499153,9,1,-6,0.18314814469754162
1,56,1764248127.499153,8,0,-5,0.18305657062519287
1,57,1764248127.499153,8,2,-5,0.18296504233988028
1,58,1764248127.499153,7,2,1,0.18287355981871037
1,59,1764248127.499153,7,2,-2,0.18278212303880104
1,60,1764248127.499153,7,2,-2,0.18269073197728164
1,61,1764248127.499153,9,1,-6,0.18259938661129302
1,62,1764248127.499153,9,1,-5,0.1825080869179874
1,63,1764248127.499153,8,1,-2,0.18241683287452842
1,64,1764248127.499153,8,1,-5,0.18232562445809117
1,65,1764248127.499153,8,0,-5,0.18223446164586213
1,66,1764248127.499153,9,2,-6,0.1821433444150392
1,67,1764248127.499153,9,2,-5,0.1820522727428317
1,68,1764248127.499153,9,0,-5,0.1819612466064603
1,69,1764248127.499153,9,2,-5,0.18187026598315706
1,70,1764248127.499153,7,2,1,0.18177933085016548
1,71,1764248127.499153,7,2,-2,0.18168844118474042
1,72,1764248127.499153,8,1,-6,0.18159759696414807
1,73,1764248127.499153,7,2,1,0.181506798165666
1,74,1764248127.499153,8,1,-6,0.18141604476658318
1,75,1764248127.499153,8,1,-5,0.1813253367441999
1,76,1764248127.499153,7,2,1,0.1812346740758278
1,77,1764248127.499153,9,1,-6,0.1811440567387899
1,78,1764248127.499153,8,2,-2,0.18105348471042051
1,79,1764248127.499153,9,2,-6,0.1809629579680653
1,80,1764248127.499153,9,1,-5,0.18087247648908128
1,81,1764248127.499153,7,2,1,0.18078204025083675
1,82,1764248127.499153,6,2,1,0.18069164923071135
1,83,1764248127.499153,8,0,-6,0.180601303406096
1,84,1764248127.499153,7,2,1,0.18051100275439297
1,85,1764248127.499153,6,2,1,0.1804207472530158
1,86,1764248127.499153,6,2,-2,0.1803305368793893
1,87,1764248127.499153,7,2,-3,0.1802403716109496
1,88,1764248127.499153,6,2,1,0.18015025142514415
1,89,1764248127.499153,5,0,-2,0.18006017629943158
1,90,1764248127.499153,5,0,-2,0.17997014621128188
1,91,1764248127.499153,5,0,-2,0.17988016113817626
1,92,1764248127.499153,5,0,-2,0.17979022105760717
1,93,1764248127.499153,5,2,-2,0.17970032594707838
1,94,1764248127.499153,4,2,2,0.17961047578410486
1,95,1764248127.499153,4,2,-1,0.17952067054621282
1,96,1764248127.499153,5,2,-3,0.1794309102109397
1,97,1764248127.499153,3,0,1,0.17934119475583424
1,98,1764248127.499153,3,0,1,0.17925152415845633
1,99,1764248127.499153,3,2,-1,0.1791618983963771
1,100,1764248127.499153,3,0,1,0.17907231744717894
1,101,1764248127.499153,3,0,1,0.17898278128845535
1,102,1764248127.499153,3,0,1,0.17889328989781114
1,103,1764248127.499153,3,0,1,0.17880384325286225
1,104,1764248127.499153,2,0,1,0.17871444133123582
1,105,1764248127.499153,1,0,3,0.1786250841105702
1,106,1764248127.499153,2,0,0,0.17853577156851494
1,107,1764248127.499153,3,1,0,0.17844650368273068
1,108,1764248127.499153,1,0,3,0.17835728043088933
1,109,1764248127.499153,1,0,3,0.1782681017906739
1,110,1764248127.499153,0,0,3,0.17817896773977857
1,111,1764248127.499153,0,0,3,0.1780898782559087
1,112,1764248127.499153,1,0,2,0.17800083331678074
1,113,1764248127.499153,1,0,3,0.17791183290012236
1,114,1764248127.499153,0,0,3,0.1778228769836723
1,115,1764248127.499153,1,0,2,0.17773396554518048
1,116,1764248127.499153,0,0,3,0.1776450985624079
1,117,1764248127.499153,0,0,3,0.1775562760131267
1,118,1764248127.499153,0,0,3,0.17746749787512014
1,119,1764248127.499153,0,0,3,0.1773787641261826
2,0,1764248127.500155,0,0,3,0.1772900747441195
2,1,1764248127.500155,0,0,3,0.17720142970674746
2,2,1764248127.500155,0,0,3,0.1771128289918941
2,3,1764248127.500155,0,0,3,0.17702427257739817
2,4,1764248127.500155,1,0,2,0.17693576044110948
2,5,1764248127.500155,1,0,3,0.17684729256088894
2,6,1764248127.500155,1,0,3,0.1767588689146085
2,7,1764248127.500155,1,0,3,0.1766704894801512
2,8,1764248127.500155,2,0,0,0.17658215423541115
2,9,1764248127.500155,2,0,1,0.17649386315829346
2,10,1764248127.500155,3,0,0,0.17640561622671433
2,11,1764248127.500155,2,0,1,0.176317413418601
2,12,1764248127.500155,1,0,3,0.17622925471189171
2,13,1764248127.500155,3,0,0,0.17614114008453577
2,14,1764248127.500155,2,0,1,0.1760530695144935
2,15,1764248127.500155,4,0,0,0.17596504297973628
2,16,1764248127.500155,2,0,1,0.17587706045824641
2,17,1764248127.500155,3,0,0,0.1757891219280173
2,18,1764248127.500155,3,2,-1,0.1757012273670533
2,19,1764248127.500155,3,0,1,0.17561337675336977
2,20,1764248127.500155,4,0,0,0.17552557006499309
2,21,1764248127.500155,3,0,1,0.1754378072799606
2,22,1764248127.500155,3,0,1,0.17535008837632063
2,23,1764248127.500155,5,2,-3,0.17526241333213247
2,24,1764248127.500155,4,0,1,0.17517478212546642
2,25,1764248127.500155,4,0,1,0.1750871947344037
2,26,1764248127.500155,4,0,1,0.17499965113703653
2,27,1764248127.500155,4,0,1,0.174912151311468
2,28,1764248127.500155,6,2,-3,0.1748246952358123
2,29,1764248127.500155,6,2,-2,0.1747372828881944
2,30,1764248127.500155,7,2,-3,0.1746499142467503
2,31,1764248127.500155,7,2,-2,0.17456258928962695
2,32,1764248127.500155,7,2,-2,0.17447530799498215
2,33,1764248127.500155,7,2,-2,0.17438807034098466
2,34,1764248127.500155,5,2,1,0.17430087630581417
2,35,1764248127.500155,6,0,-3,0.17421372586766126
2,36,1764248127.500155,6,2,-2,0.17412661900472745
2,37,1764248127.500155,7,2,-3,0.17403955569522508
2,38,1764248127.500155,8,0,-6,0.17395253591737747
2,39,1764248127.500155,9,2,-6,0.1738655596494188
2,40,1764248127.500155,9,2,-5,0.1737786268695941
2,41,1764248127.500155,8,0,-5,0.17369173755615933
2,42,1764248127.500155,9,1,-6,0.17360489168738125
2,43,1764248127.500155,8,0,-5,0.17351808924153755
2,44,1764248127.500155,7,2,1,0.17343133019691678
2,45,1764248127.500155,8,0,-6,0.17334461453181835
2,46,1764248127.500155,9,1,-6,0.17325794222455246
2,47,1764248127.500155,9,1,-5,0.17317131325344018
2,48,1764248127.500155,8,0,-5,0.17308472759681348
2,49,1764248127.500155,7,2,1,0.17299818523301508
2,50,1764248127.500155,9,2,-6,0.1729116861403986
2,51,1764248127.500155,9,2,-5,0.1728252302973284
2,52,1764248127.500155,8,0,-5,0.17273881768217975
2,53,1764248127.500155,7,2,1,0.17265244827333867
2,54,1764248127.500155,9,1,-6,0.17256612204920202
2,55,1764248127.500155,9,1,-5,0.17247983898817743
2,56,1764248127.500155,7,2,1,0.17239359906868335
2,57,1764248127.500155,7,2,-2,0.172307402269149
2,58,1764248127.500155,7,2,-2,0.17222124856801443
2,59,1764248127.500155,7,2,-2,0.17213513794373045
2,60,1764248127.500155,8,0,-6,0.17204907037475858
2,61,1764248127.500155,7,2,1,0.17196304583957123
2,62,1764248127.500155,9,2,-6,0.17187706431665145
2,63,1764248127.500155,7,2,1,0.17179112578449313
2,64,1764248127.500155,7,2,-2,0.1717052302216009
2,65,1764248127.500155,8,0,-6,0.1716193776064901
2,66,1764248127.500155,9,2,-6,0.17153356791768687
2,67,1764248127.500155,8,0,-5,0.17144780113372804
2,68,1764248127.500155,9,2,-6,0.1713620772331612
2,69,1764248127.500155,7,2,1,0.17127639619454463
2,70,1764248127.500155,7,2,-2,0.17119075799644737
2,71,1764248127.500155,9,2,-6,0.17110516261744915
2,72,1764248127.500155,7,2,1,0.17101961003614044
2,73,1764248127.500155,9,2,-6,0.17093410023112238
2,74,1764248127.500155,9,2,-5,0.17084863318100682
2,75,1764248127.500155,9,2,-5,0.17076320886441632
2,76,1764248127.500155,7,2,1,0.17067782725998412
2,77,1764248127.500155,7,2,-2,0.17059248834635413
2,78,1764248127.500155,7,0,-2,0.17050719210218096
2,79,1764248127.500155,9,1,-6,0.17042193850612988
2,80,1764248127.500155,9,2,-5,0.17033672753687681
2,81,1764248127.500155,6,1,1,0.17025155917310839
2,82,1764248127.500155,6,1,-2,0.17016643339352183
2,83,1764248127.50123,8,0,-6,0.17008135017682507
2,84,1764248127.50123,8,0,-5,0.16999630950173666
2,85,1764248127.50123,5,0,-2,0.1699113113469858
2,86,1764248127.50123,7,0,-3,0.16982635569131233
2,87,1764248127.50123,5,2,1,0.16974144251346668
2,88,1764248127.50123,7,2,-3,0.16965657179220994
2,89,1764248127.50123,7,2,-2,0.16957174350631385
2,90,1764248127.50123,6,1,1,0.1694869576345607
2,91,1764248127.50123,6,1,-2,0.16940221415574344
2,92,1764248127.50123,6,1,-2,0.16931751304866557
2,93,1764248127.50123,6,1,-2,0.16923285429214124
2,94,1764248127.50123,6,1,-2,0.1691482378649952
2,95,1764248127.50123,5,1,1,0.16906366374606271
2,96,1764248127.50123,5,1,-2,0.1689791319141897
2,97,1764248127.50123,4,0,1,0.16889464234823262
2,98,1764248127.50123,3,0,1,0.16881019502705852
2,99,1764248127.50123,3,0,1,0.168725789929545
2,100,1764248127.50123,3,0,1,0.16864142703458024
2,101,1764248127.50123,3,0,1,0.16855710632106297
2,102,1764248127.50123,4,0,0,0.16847282776790246
2,103,1764248127.50123,4,0,1,0.1683885913540185
2,104,1764248127.50123,2,0,1,0.16830439705834152
2,105,1764248127.50123,2,0,1,0.16822024485981235
2,106,1764248127.50123,1,0,3,0.16813613473738245
2,107,1764248127.50123,2,1,0,0.16805206667001377
2,108,1764248127.50123,1,0,3,0.16796804063667878
2,109,1764248127.50123,2,0,0,0.16788405661636044
2,110,1764248127.50123,1,0,3,0.16780011458805227
2,111,1764248127.50123,1,0,3,0.16771621453075825
2,112,1764248127.50123,2,0,0,0.16763235642349286
2,113,1764248127.50123,1,1,6,0.16754854024528112
2,114,1764248127.50123,1,0,3,0.1674647659751585
2,115,1764248127.50123,0,0,3,0.16738103359217094
2,116,1764248127.50123,0,0,3,0.16729734307537486
2,117,1764248127.50123,1,0,2,0.16721369440383718
2,118,1764248127.50123,1,0,3,0.16713008755663528
2,119,1764248127.50123,1,0,3,0.16704652251285695
3,0,1764248127.50123,1,0,2,0.16696299925160055
3,1,1764248127.50123,1,0,3,0.16687951775197477
3,2,1764248127.50123,0,0,3,0.16679607799309878
3,3,1764248127.50123,0,0,3,0.16671267995410224
3,4,1764248127.50123,0,0,3,0.1666293236141252
3,5,1764248127.50123,1,0,2,0.16654600895231814
3,6,1764248127.50123,2,0,0,0.166462735947842
3,7,1764248127.50123,0,0,3,0.16637950457986808
3,8,1764248127.50123,2,0,0,0.16629631482757815
3,9,1764248127.50123,2,0,1,0.16621316667016436
3,10,1764248127.50123,2,0,1,0.1661300600868293
3,11,1764248127.50123,1,0,3,0.16604699505678588
3,12,1764248127.50123,2,0,0,0.1659639715592575
3,13,1764248127.50123,3,0,0,0.16588098957347788
3,14,1764248127.50123,2,0,1,0.16579804907869114
3,15,1764248127.50123,4,0,0,0.1657151500541518
3,16,1764248127.50123,3,0,1,0.16563229247912473
3,17,1764248127.50123,3,1,1,0.16554947633288516
3,18,1764248127.50123,3,0,1,0.16546670159471874
3,19,1764248127.50123,2,0,1,0.1653839682439214
3,20,1764248127.50123,4,0,0,0.16530127625979946
3,21,1764248127.50123,5,2,-3,0.16521862562166956
3,22,1764248127.50123,3,0,1,0.16513601630885874
3,23,1764248127.50123,3,0,1,0.16505344830070431
3,24,1764248127.50123,4,0,0,0.16497092157655396
3,25,1764248127.50123,5,0,-3,0.1648884361157657
3,26,1764248127.50123,5,0,-2,0.16480599189770784
3,27,1764248127.50123,6,1,-3,0.164723588901759
3,28,1764248127.50123,4,1,4,0.16464122710730814
3,29,1764248127.50123,5,0,-3,0.1645589064937545
3,30,1764248127.50123,5,0,-2,0.1644766270405076
3,31,1764248127.50123,7,2,-3,0.16439438872698736
3,32,1764248127.50123,5,0,-2,0.16431219153262389
3,33,1764248127.5022063,6,1,-3,0.16423003543685757
3,34,1764248127.5022063,5,0,-2,0.16414792041913914
3,35,1764248127.5022063,6,0,-3,0.16406584645892958
3,36,1764248127.5022063,7,2,-3,0.16398381353570013
3,37,1764248127.5022063,8,0,-6,0.1639018216289323
3,38,1764248127.5022063,7,2,1,0.16381987071811785
3,39,1764248127.5022063,9,1,-6,0.1637379607827588
3,40,1764248127.5022063,8,0,-5,0.16365609180236743
3,41,1764248127.5022063,9,1,-6,0.16357426375646625
3,42,1764248127.5022063,7,2,1,0.16349247662458802
3,43,1764248127.5022063,7,2,-2,0.16341073038627574
3,44,1764248127.5022063,7,2,-2,0.1633290250210826
3,45,1764248127.5022063,7,2,-2,0.16324736050857205
3,46,1764248127.5022063,7,2,-2,0.16316573682831778
3,47,1764248127.5022063,7,0,-2,0.16308415395990364
3,48,1764248127.5022063,9,1,-6,0.1630026118829237
3,49,1764248127.5022063,7,0,-2,0.16292111057698225
3,50,1764248127.5022063,7,0,-2,0.16283965002169376
3,51,1764248127.5022063,7,2,-2,0.16275823019668292
3,52,1764248127.5022063,7,0,-2,0.16267685108158458
3,53,1764248127.5022063,9,1,-6,0.1625955126560438
3,54,1764248127.5022063,9,0,-5,0.1625142148997158
3,55,1764248127.5022063,9,1,-5,0.16243295779226594
3,56,1764248127.5022063,7,0,-2,0.16235174131336982
3,57,1764248127.5022063,9,1,-6,0.16227056544271315
3,58,1764248127.5022063,8,0,-5,0.1621894301599918
3,59,1764248127.5022063,7,0,-2,0.1621083354449118
3,60,1764248127.5022063,9,1,-6,0.16202728127718935
3,61,1764248127.5022063,7,0,-2,0.16194626763655076
3,62,1764248127.5022063,8,0,-6,0.1618652945027325
3,63,1764248127.5022063,9,1,-6,0.16178436185548112
3,64,1764248127.5022063,7,2,1,0.16170346967455337
3,65,1764248127.5022063,9,1,-6,0.1616226179397161
3,66,1764248127.5022063,9,1,-5,0.16154180663074627
3,67,1764248127.5022063,9,2,-5,0.1614610357274309
3,68,1764248127.5022063,7,2,1,0.1613803052095672
3,69,1764248127.5022063,8,0,-6,0.16129961505696241
3,70,1764248127.5022063,7,2,1,0.16121896524943394
3,71,1764248127.5022063,9,1,-6,0.16113835576680924
3,72,1764248127.5022063,7,2,1,0.16105778658892583
3,73,1764248127.5022063,7,2,-2,0.16097725769563137
3,74,1764248127.5022063,8,0,-6,0.16089676906678357
3,75,1764248127.5022063,9,1,-6,0.16081632068225019
3,76,1764248127.5022063,8,2,-2,0.16073591252190908
3,77,1764248127.5022063,9,1,-6,0.16065554456564812
3,78,1764248127.5022063,8,2,-2,0.1605752167933653
3,79,1764248127.5022063,8,0,-5,0.16049492918496863
3,80,1764248127.5022063,7,2,1,0.16041468172037615
3,81,1764248127.5022063,8,2,-6,0.16033447437951598
3,82,1764248127.5022063,6,1,1,0.16025430714232622
3,83,1764248127.5022063,6,0,-2,0.16017417998875508
3,84,1764248127.5022063,8,0,-6,0.1600940928987607
3,85,1764248127.5022063,6,1,1,0.16001404585231133
3,86,1764248127.5022063,6,1,-2,0.15993403882938517
3,87,1764248127.5022063,6,1,-2,0.1598540718099705
3,88,1764248127.5022063,6,1,-2,0.1597741447740655
3,89,1764248127.5022063,6,0,-2,0.1596942577016785
3,90,1764248127.5022063,4,0,1,0.15961441057282766
3,91,1764248127.5022063,6,1,-3,0.15953460336754124
3,92,1764248127.5022063,5,1,1,0.15945483606585747
3,93,1764248127.5022063,5,1,-2,0.15937510864782456
3,94,1764248127.5022063,4,1,4,0.15929542109350064
3,95,1764248127.5022063,4,0,1,0.1592157733829539
3,96,1764248127.5022063,4,0,1,0.15913616549626242
3,97,1764248127.5022063,5,0,-3,0.1590565974135143
3,98,1764248127.5022063,3,0,1,0.15897706911480755
3,99,1764248127.5022063,3,1,1,0.15889758058025016
3,100,1764248127.5022063,2,2,2,0.15881813178996004
3,101,1764248127.5022063,4,0,0,0.15873872272406508
3,102,1764248127.5022063,4,0,1,0.15865935336270306
3,103,1764248127.5022063,3,0,1,0.15858002368602173
3,104,1764248127.5022063,4,0,0,0.15850073367417872
3,105,1764248127.5022063,1,0,3,0.15842148330734163
3,106,1764248127.5022063,2,0,0,0.15834227256568797
3,107,1764248127.5022063,1,0,3,0.15826310142940514
3,108,1764248127.5022063,2,0,0,0.15818396987869043
3,109,1764248127.5022063,3,0,0,0.1581048778937511
3,110,1764248127.5022063,2,1,4,0.15802582545480423
3,111,1764248127.5022063,0,0,3,0.15794681254207685
3,112,1764248127.5022063,1,0,2,0.15786783913580582
3,113,1764248127.5022063,0,0,3,0.15778890521623792
3,114,1764248127.5022063,2,2,-2,0.1577100107636298
3,115,1764248127.5022063,0,0,3,0.15763115575824801
3,116,1764248127.5022063,1,2,0,0.1575523401803689
3,117,1764248127.5022063,0,0,3,0.15747356401027873
3,118,1764248127.5022063,0,0,3,0.1573948272282736
3,119,1764248127.5022063,0,0,3,0.15731612981465948
4,0,1764248127.5031548,1,0,2,0.15723747174975217
4,1,1764248127.5031548,0,0,3,0.1571588530138773
4,2,1764248127.5031548,1,0,2,0.15708027358737037
4,3,1764248127.5031548,0,0,3,0.1570017334505767
4,4,1764248127.5031548,1,0,2,0.1569232325838514
4,5,1764248127.5031548,2,0,0,0.1568447709675595
4,6,1764248127.5031548,1,0,3,0.15676634858207572
4,7,1764248127.5031548,0,2,4,0.15668796540778468
4,8,1764248127.5031548,2,0,0,0.1566096214250808
4,9,1764248127.5031548,1,0,3,0.15653131661436828
4,10,1764248127.5031548,2,0,0,0.1564530509560611
4,11,1764248127.5031548,1,0,3,0.1563748244305831
4,12,1764248127.5031548,3,0,0,0.15629663701836782
4,13,1764248127.5031548,2,0,1,0.15621848869985866
4,14,1764248127.5031548,1,0,3,0.15614037945550874
4,15,1764248127.5031548,3,0,0,0.156062309265781
4,16,1764248127.5031548,2,0,1,0.15598427811114812
4,17,1764248127.5031548,3,0,0,0.15590628597209255
4,18,1764248127.5031548,2,2,2,0.15582833282910652
